	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1	8.124539e-176	0.7301894	1.000	0.941	1.802104e-171	0	DBI
2	2.782526e-127	0.7334383	0.994	0.979	6.171920e-123	0	MT2A
3	 8.183360e-92	0.5413054	0.757	0.445	 1.815151e-87	0	DBIP1
4	 9.346562e-88	0.5707179	0.774	0.533	 2.073161e-83	0	MT2P1
5	 5.324940e-49	0.5673810	0.843	0.711	 1.181125e-44	0	MT1X
6	 0.000000e+00	1.7109705	0.997	0.624	 0.000000e+00	1	APOE
7	8.181870e-237	1.4586971	0.789	0.241	1.814821e-232	1	GFAP
8	2.252621e-224	0.8865325	0.992	0.849	4.996538e-220	1	CLU
9	4.861873e-188	0.8299754	0.727	0.281	1.078412e-183	1	AQP4
10	2.835306e-141	0.8269899	0.651	0.260	6.288993e-137	1	NMB
11	8.380039e-196	0.7043798	1.000	0.993	1.858777e-191	2	FTH1
12	1.384642e-146	0.7273162	0.974	0.836	3.071275e-142	2	FTL
13	1.504572e-119	0.6611587	0.738	0.389	3.337292e-115	2	FTLP3
14	3.004035e-106	0.5479389	0.755	0.467	6.663250e-102	2	FTH1P11
15	 4.621796e-81	0.5415148	0.597	0.260	 1.025161e-76	2	LGALS3
16	 0.000000e+00	1.3712932	0.969	0.660	 0.000000e+00	3	IFI6
17	2.361503e-267	0.9569999	1.000	0.994	5.238049e-263	3	B2M
18	1.139737e-241	0.9338848	0.997	0.930	2.528051e-237	3	HLA-B
19	7.224772e-216	0.8358525	0.993	0.849	1.602527e-211	3	HLA-C
20	7.086210e-213	0.8346937	0.990	0.923	1.571792e-208	3	HLA-A
21	 0.000000e+00	1.2541122	0.998	0.654	 0.000000e+00	4	TUBA1B
22	1.338021e-238	1.0161625	0.873	0.284	2.967864e-234	4	H2AFZ
23	3.011713e-217	0.9441327	0.867	0.296	6.680280e-213	4	STMN1
24	1.652567e-206	0.9295640	0.815	0.252	3.665560e-202	4	TUBB
25	1.731266e-186	0.9319980	0.859	0.382	3.840121e-182	4	HMGN2
26	7.622860e-159	0.8793178	0.984	0.898	1.690827e-154	5	H3F3B
27	9.435356e-118	0.8960594	0.741	0.230	2.092856e-113	5	ATP1A2
28	3.264271e-115	0.8287528	0.867	0.435	7.240480e-111	5	BCAN
29	1.522348e-105	0.7581653	0.970	0.833	3.376720e-101	5	C1orf61
30	 4.039322e-90	0.6848160	0.762	0.448	 8.959620e-86	5	TIMP2
31	6.593080e-194	1.7729017	0.788	0.216	1.462411e-189	6	CHI3L1
32	5.222993e-192	1.3912798	0.670	0.159	1.158512e-187	6	IGFBP5
33	2.936525e-146	1.0578283	0.603	0.130	6.513506e-142	6	VEGFA
34	1.941694e-128	0.9661016	0.745	0.270	4.306872e-124	6	LGALS3
35	 4.369779e-37	0.4797602	0.617	0.420	 9.692606e-33	6	CD9
36	 0.000000e+00	2.0540356	1.000	0.448	 0.000000e+00	7	MALAT1
37	1.729151e-127	0.8120607	0.550	0.055	3.835429e-123	7	AP000769.1
38	 3.288555e-18	0.4005315	0.950	0.847	 7.294343e-14	7	EGFR
39	 2.992170e-14	0.3805231	0.830	0.656	 6.636933e-10	7	PHKG1
40	 1.173680e-08	0.7647058	0.913	0.693	 2.603340e-04	7	MT-RNR2
41	1.044616e-296	1.5064529	0.975	0.680	2.317063e-292	8	FOS
42	3.183089e-229	1.8300019	0.950	0.270	7.060411e-225	8	GFAP
43	3.216966e-199	1.2638895	0.802	0.144	7.135551e-195	8	GADD45B
44	1.236202e-180	1.4072264	0.881	0.424	2.742020e-176	8	EGR1
45	6.552451e-152	1.2931940	0.994	0.650	1.453399e-147	8	APOE
46	 0.000000e+00	2.5516713	0.986	0.069	 0.000000e+00	9	FN1
47	 0.000000e+00	1.8078780	1.000	0.827	 0.000000e+00	9	SPARC
48	3.530958e-294	1.7020693	0.873	0.132	7.832017e-290	9	MIR4435-2HG
49	2.902778e-273	2.1666582	0.991	0.261	6.438652e-269	9	IGFBP7
50	5.590638e-228	1.8815790	0.937	0.093	1.240059e-223	9	COL4A1
51	5.998413e-239	1.5667182	0.948	0.108	1.330508e-234	10	PTTG1
52	1.560494e-214	1.5711216	1.000	0.672	3.461331e-210	10	TUBA1B
53	1.710647e-209	1.4361012	0.983	0.187	3.794386e-205	10	HMGB2
54	2.966314e-208	1.6962398	0.844	0.068	6.579581e-204	10	UBE2C
55	1.294349e-144	1.4159854	0.861	0.067	2.870996e-140	10	BIRC5
56	 3.515201e-62	1.1138552	0.812	0.543	 7.797067e-58	11	HSPA1A
57	 1.211866e-51	0.9540864	0.735	0.444	 2.688041e-47	11	HSPA1B
58	 4.317166e-27	0.5985871	0.682	0.319	 9.575907e-23	11	OLIG1
59	 7.016437e-27	0.6065105	0.588	0.263	 1.556316e-22	11	DNAJB1
60	 9.668796e-20	0.6774336	0.706	0.441	 2.144636e-15	11	EGR1
61	1.337857e-218	1.8734003	0.771	0.008	2.967501e-214	12	C1QB
62	5.220674e-216	2.3664859	0.806	0.048	1.157998e-211	12	CD74
63	8.613594e-215	2.0709100	0.771	0.041	1.910581e-210	12	HLA-DRA
64	1.626331e-169	2.3631646	0.706	0.072	3.607364e-165	12	SPP1
65	3.377637e-158	1.8373033	0.635	0.011	7.491937e-154	12	FCGBP
66	1.584001e-307	2.5804434	0.987	0.127	3.513474e-303	13	A2M
67	3.700724e-275	2.3284754	0.973	0.016	8.208576e-271	13	CLDN5
68	7.256581e-264	1.9331686	1.000	0.829	1.609582e-259	13	SPARC
69	1.875198e-242	2.5966332	1.000	0.270	4.159377e-238	13	IGFBP7
70	1.366251e-240	2.0282433	0.940	0.013	3.030481e-236	13	ITM2A
71	 2.237841e-56	0.8238579	0.968	0.542	 4.963754e-52	14	MT-CO1
72	 8.958946e-42	0.9335368	0.937	0.538	 1.987184e-37	14	MT-ND4
73	 2.956558e-33	0.7972650	0.968	0.559	 6.557942e-29	14	MT-CO2
74	 3.165675e-20	2.0540625	1.000	0.700	 7.021783e-16	14	MT-RNR2
75	 2.148560e-07	1.3317795	0.897	0.311	 4.765720e-03	14	MT-RNR1
76	 1.508672e-40	1.3892192	0.950	0.366	 3.346385e-36	15	MT-ATP6
77	 1.311403e-33	1.3605590	0.983	0.360	 2.908822e-29	15	MT-ND2
78	 1.713076e-28	1.3996246	1.000	0.565	 3.799774e-24	15	MT-CO3
79	 1.156028e-26	1.3180894	0.950	0.301	 2.564186e-22	15	MT-ND1
80	 1.362635e-23	1.4295253	1.000	0.542	 3.022461e-19	15	MT-CO1
