	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CLU	 0.000000e+00	 1.7986589	0.998	0.556	 0.000000e+00	0	CLU
CST3	 0.000000e+00	 1.6641924	1.000	0.917	 0.000000e+00	0	CST3
APOE	 0.000000e+00	 1.5506616	0.995	0.509	 0.000000e+00	0	APOE
SPARCL1	 0.000000e+00	 1.5391678	0.997	0.614	 0.000000e+00	0	SPARCL1
AQP4	 0.000000e+00	 1.2845250	0.855	0.118	 0.000000e+00	0	AQP4
ITM2C	1.691458e-300	 1.2052700	0.943	0.317	3.732033e-296	0	ITM2C
GFAP	6.811485e-291	 1.4194453	0.818	0.118	1.502886e-286	0	GFAP
ALDOC	3.591137e-262	 0.9240310	0.800	0.113	7.923484e-258	0	ALDOC
C1orf61	1.043950e-257	 1.0428506	0.995	0.719	2.303370e-253	0	C1orf61
CPE	3.651421e-255	 0.9849033	0.937	0.388	8.056495e-251	0	CPE
NTRK2	1.827723e-249	 0.9528156	0.805	0.142	4.032688e-245	0	NTRK2
SLC1A3	2.064603e-231	 0.9324377	0.899	0.320	4.555341e-227	0	SLC1A3
GJA1	1.031219e-201	 0.8596261	0.764	0.164	2.275281e-197	0	GJA1
AGT	1.616463e-169	 0.6892663	0.636	0.098	3.566564e-165	0	AGT
ATP1A2	9.808758e-159	 0.8013861	0.867	0.365	2.164204e-154	0	ATP1A2
GLUL	1.233574e-156	 0.7955379	0.795	0.288	2.721757e-152	0	GLUL
PTMA	9.802798e-150	-0.9688983	0.302	0.778	2.162889e-145	0	PTMA
SLC1A2	4.586038e-147	 0.7837719	0.826	0.334	1.011863e-142	0	SLC1A2
NDRG2	5.400968e-147	 0.6906131	0.837	0.334	1.191670e-142	0	NDRG2
FAM107A	1.085365e-141	 0.5461890	0.543	0.075	2.394749e-137	0	FAM107A
MT3	2.135633e-119	 0.6250371	0.995	0.816	4.712061e-115	0	MT3
EDNRB	4.021569e-117	 0.4856915	0.533	0.098	8.873189e-113	0	EDNRB
NDRG4	4.500872e-117	 0.4507896	0.455	0.057	9.930724e-113	0	NDRG4
TTYH1	8.111553e-113	 0.5077120	0.649	0.177	1.789733e-108	0	TTYH1
LIX1	3.755161e-111	 0.3875238	0.408	0.044	8.285388e-107	0	LIX1
ADCYAP1R1	1.786928e-109	 0.4397612	0.444	0.061	3.942679e-105	0	ADCYAP1R1
PMP2	9.973045e-107	 0.5858873	0.715	0.256	2.200453e-102	0	PMP2
MLC1	1.779517e-103	 0.5003802	0.657	0.202	 3.926326e-99	0	MLC1
TSC22D4	3.140847e-103	 0.5494482	0.776	0.318	 6.929966e-99	0	TSC22D4
MYBPC1	 3.502146e-99	 0.3263576	0.314	0.019	 7.727134e-95	0	MYBPC1
TOMM7	 2.380276e-96	 0.5483746	0.893	0.596	 5.251840e-92	0	TOMM7
SLC6A11	 2.546691e-96	 0.3993757	0.429	0.069	 5.619018e-92	0	SLC6A11
LRIG1	 8.719202e-93	 0.3878644	0.421	0.068	 1.923805e-88	0	LRIG1
MALAT1	 2.908392e-91	-0.7606031	0.974	0.992	 6.417076e-87	0	MALAT1
SCD5	 6.433827e-91	 0.5019623	0.714	0.284	 1.419560e-86	0	SCD5
FOS	 6.152700e-87	-1.1556814	0.340	0.670	 1.357532e-82	0	FOS
MT1E	 1.079085e-84	 0.4794776	0.748	0.315	 2.380892e-80	0	MT1E
ATP1B2	 4.829683e-84	 0.4683210	0.772	0.351	 1.065621e-79	0	ATP1B2
SPARC	 6.218067e-81	 0.4583045	0.937	0.611	 1.371954e-76	0	SPARC
NDUFA4	 2.659583e-79	 0.4841215	0.919	0.639	 5.868103e-75	0	NDUFA4
SLC4A4	 4.047613e-79	 0.4008705	0.480	0.120	 8.930653e-75	0	SLC4A4
GPM6A	 1.112522e-78	 0.4826681	0.720	0.325	 2.454669e-74	0	GPM6A
S100B	 3.410967e-78	 0.4524463	0.585	0.201	 7.525957e-74	0	S100B
BAALC	 6.822747e-78	 0.3470648	0.397	0.075	 1.505371e-73	0	BAALC
PON2	 1.567615e-77	 0.4823660	0.870	0.531	 3.458786e-73	0	PON2
NCAN	 5.278566e-77	 0.3492582	0.345	0.051	 1.164663e-72	0	NCAN
SCRG1	 7.295088e-77	 0.3597227	0.491	0.127	 1.609588e-72	0	SCRG1
OXTR	 3.239920e-75	 0.2879444	0.272	0.023	 7.148560e-71	0	OXTR
DNER	 1.009798e-74	 0.3703935	0.467	0.121	 2.228017e-70	0	DNER
ID4	 1.061141e-73	 0.3633464	0.423	0.095	 2.341301e-69	0	ID4
FGFR3	 6.935623e-73	 0.4045332	0.467	0.125	 1.530276e-68	0	FGFR3
KLF6	 1.063396e-72	-0.6168557	0.057	0.385	 2.346276e-68	0	KLF6
GPM6B	 2.133258e-70	 0.4451294	0.807	0.435	 4.706820e-66	0	GPM6B
AHCYL1	 2.376999e-69	 0.3586478	0.411	0.097	 5.244610e-65	0	AHCYL1
FOSB	 1.239925e-68	-0.7116428	0.141	0.478	 2.735770e-64	0	FOSB
SFXN5	 2.808101e-68	 0.2883703	0.358	0.067	 6.195794e-64	0	SFXN5
PLTP	 1.441603e-67	 0.3840779	0.541	0.183	 3.180753e-63	0	PLTP
ID3	 9.333301e-67	 0.4016627	0.397	0.091	 2.059300e-62	0	ID3
EGR1	 5.431586e-66	-1.0314827	0.275	0.584	 1.198425e-61	0	EGR1
CXCL14	 3.267428e-65	 0.3254319	0.345	0.064	 7.209253e-61	0	CXCL14
CKB	 5.405128e-65	 0.3782703	0.958	0.692	 1.192587e-60	0	CKB
OGFRL1	 1.235306e-62	 0.3187213	0.390	0.092	 2.725579e-58	0	OGFRL1
TMSB10	 2.837940e-62	-0.8878216	0.328	0.614	 6.261630e-58	0	TMSB10
FEZ1	 3.041203e-62	 0.3291742	0.501	0.163	 6.710110e-58	0	FEZ1
METTL7A	 4.714552e-62	 0.3843714	0.561	0.210	 1.040219e-57	0	METTL7A
GPRC5B	 1.053788e-61	 0.3667737	0.546	0.199	 2.325078e-57	0	GPRC5B
LFNG	 7.857195e-61	 0.3543778	0.431	0.119	 1.733611e-56	0	LFNG
HEPACAM	 7.812773e-60	 0.3101485	0.426	0.118	 1.723810e-55	0	HEPACAM
DKK3	 3.005999e-58	 0.2969579	0.327	0.066	 6.632436e-54	0	DKK3
PTN	 2.177586e-54	 0.3540579	0.943	0.683	 4.804627e-50	0	PTN
TUBA1B	 4.525121e-54	-0.7596167	0.189	0.487	 9.984228e-50	0	TUBA1B
SERPINE2	 7.557499e-54	 0.2915687	0.597	0.262	 1.667487e-49	0	SERPINE2
LDHB	 4.494594e-53	 0.3648371	0.707	0.378	 9.916871e-49	0	LDHB
GABARAPL2	 6.230226e-53	 0.3596179	0.694	0.367	 1.374637e-48	0	GABARAPL2
CTNND2	 1.260259e-52	 0.2917158	0.416	0.127	 2.780635e-48	0	CTNND2
NMB	 1.882852e-52	 0.2834417	0.346	0.085	 4.154325e-48	0	NMB
JUND	 2.741744e-52	-0.5490022	0.254	0.533	 6.049384e-48	0	JUND
S100A6	 3.009286e-52	 0.4137937	0.672	0.339	 6.639688e-48	0	S100A6
ZFYVE21	 5.795558e-52	 0.2605455	0.335	0.081	 1.278732e-47	0	ZFYVE21
LINC00844	 1.098851e-51	 0.3004607	0.372	0.100	 2.424504e-47	0	LINC00844
MSMO1	 3.150187e-51	 0.2777691	0.337	0.083	 6.950572e-47	0	MSMO1
COX7A1	 3.210135e-51	 0.3401865	0.494	0.188	 7.082842e-47	0	COX7A1
IGFBP7	 1.507997e-50	-0.4568489	0.415	0.250	 3.327245e-46	0	IGFBP7
RGMA	 3.637673e-49	 0.2603388	0.346	0.090	 8.026163e-45	0	RGMA
